name,category,n,grade,score,gradrt,bkstd,avesat,pctsat
Druid Hills Academy,I,590,F,34,0,18.07,0,0
Dublin Primary,E,281,C,66,0,31.67,0,0
Dudley Shoals Elementary,E,479,B,70,0,19.57,0,0
Dunn Middle,M,391,D,45,0,27,0,0
Duplin Early College High,H,175,B,78,95,0,906,0.35
Durant Road Elementary,E,832,C,69,0,19.7,0,0
Durant Road Middle,M,1234,C,60,0,9.61,0,0
Durham School of the Arts,T,1619,B,81,95,13.01,1074,0.68
E B Aycock Middle,M,732,D,53,0,12.04,0,0
E B Frink Middle,M,520,D,46,0,33.43,0,0
E E Miller Elementary,E,527,C,58,0,29.25,0,0
E E Smith High,H,998,C,64,86.5,14.78,854,0.36
E E Smith Middle,I,353,D,40,0,0,0,0
E J Hayes Elementary,E,362,D,46,0,34.86,0,0
E K Powe Elementary,E,513,D,49,0,20.76,0,0
E Lawson Brown Middle,M,696,C,60,0,11.68,0,0
E M Rollins Elementary,E,415,D,42,0,18.88,0,0
E M Yoder Elementary,E,311,B,73,0,29.16,0,0
E Melvin Honeycutt Elementary,E,799,B,74,0,19.8,0,0
E O Young Jr Elementary,E,241,D,44,0,36.68,0,0
Early College,H,268,A,91,95,0,1103,0.3
Early College at Guilford,H,196,A,96,95,0,1400,0.98
Easley Elementary,E,581,C,64,0,32.93,0,0
East Albemarle Elementary,E,338,C,56,0,21.1,0,0
East Alexander Middle,M,601,C,60,0,22.55,0,0
East Arcadia Elementary,I,130,D,43,0,109.73,0,0
East Bend Elementary,E,259,C,60,0,39.61,0,0
East Bladen High,H,646,D,52,81.9,9.13,846,0.63
East Burke High,H,962,C,64,91.7,11.03,1025,0.24
East Burke Middle,M,682,B,70,0,16.44,0,0
East Carteret High,H,603,B,75,85.3,15.22,1015,0.3
East Cary Middle,M,1030,C,65,0,10.54,0,0
East Chapel Hill High,H,1333,A,90,94.6,17.06,1228,0.81
East Clayton Elementary,E,568,B,74,0,40.49,0,0
East Columbus High,H,438,D,54,83.5,13.48,840,0.45
East Davidson High,H,910,C,68,85.7,7.21,1021,0.43
East Duplin High,H,981,C,58,89.9,17.52,909,0.18
East Elementary,E,238,B,77,0,28.34,0,0
East Elementary,E,555,F,36,0,23.69,0,0
East End Elementary,E,290,F,33,0,53.64,0,0
East Forsyth High,H,1804,C,69,94.3,7.72,989,0.54
East Forsyth Middle School,M,702,D,45,0,15.67,0,0
East Franklin Elementary,E,374,C,58,0,22.1,0,0
East Garner Elementary,E,681,D,53,0,22.41,0,0
East Garner Middle,M,1284,D,50,0,9.17,0,0
East Gaston High,H,951,B,75,90.4,11.59,991,0.37
East Henderson High,H,891,C,69,88.4,12.23,964,0.38
East Hoke Middle,M,704,C,55,0,21.58,0,0
East Iredell Elementary,E,862,D,49,0,14.34,0,0
East Iredell Middle,M,484,D,41,0,21.09,0,0
East Lee Middle,M,658,D,49,0,17.7,0,0
East Lincoln High,H,896,C,69,94.1,11.48,1023,0.52
East Lincoln Middle,M,657,B,71,0,16.73,0,0
East McDowell Middle,M,650,C,56,0,14.77,0,0
East Mecklenburg High,H,1808,B,78,92.2,8.27,1020,0.48
East Middle,M,425,D,52,0,20.1,0,0
East Millbrook Middle,M,930,D,51,0,13.24,0,0
East Montgomery High,H,639,B,74,95,12.31,863,0.6
East Mooresville Intermediate,E,626,C,69,0,19.03,0,0
East Robeson Primary,E,579,B,71,0,23.96,0,0
East Rockingham Elementary,E,581,C,62,0,17.91,0,0
East Rowan High,H,1024,C,62,87.6,6.38,961,0.44
East Rutherford High School,H,682,C,61,84.6,12.42,885,0.42
East Rutherford Middle School,M,603,C,55,0,14.59,0,0
East Surry High,H,616,B,73,95,11.97,1047,0.39
East Union Middle,M,871,D,52,0,12.28,0,0
East Wake Middle,M,782,D,47,0,9.97,0,0
East Wilkes High,H,517,C,61,86.2,11.52,928,0.38
East Wilkes Middle,M,397,C,65,0,26.04,0,0
East Yancey Middle,M,276,B,72,0,22.62,0,0
Eastern Alamance High,H,1217,C,66,87.6,6.64,996,0.58
Eastern Elementary,E,718,C,67,0,18.33,0,0
Eastern Guilford High,H,1134,C,66,88.1,14.21,886,0.59
Eastern Guilford Middle,M,887,D,50,0,24.34,0,0
Eastern Randolph High,H,777,C,55,92.8,10.93,874,0.39
Eastern Wayne Elementary,E,713,D,46,0,18.44,0,0
Eastern Wayne High,H,1012,C,64,90.6,9.95,929,0.42
Eastern Wayne Middle,M,603,D,53,0,9.9,0,0
Eastfield Global Magnet,E,344,D,49,0,35.52,0,0
Eastlawn Elementary,E,513,F,31,0,14.07,0,0
Easton Elementary School,E,534,F,29,0,15.51,0,0
Eastover Elementary,E,414,B,72,0,32.36,0,0
Eastover-Central Elementary,E,403,B,71,0,26.38,0,0
Eastway Elementary,E,580,F,33,0,12.07,0,0
Eastway Middle,M,912,F,39,0,9.92,0,0
Eaton-Johnson Middle,M,475,F,37,0,21.82,0,0
Eblen Intermediate,M,708,C,56,0,14.91,0,0
Ed V Baldwin Elementary,E,617,C,60,0,24.47,0,0
Edgecombe Early College High,H,155,A,92,95,0,1012,0.57
Edgewood Elementary,E,480,C,64,0,32.39,0,0
Edna Andrews Elementary,E,126,D,41,0,0,0,0
Edneyville Elementary,E,463,C,57,0,26.46,0,0
Edward Best Elementary,E,509,C,66,0,26.78,0,0
Edward D Sadler Jr Elementary School,E,488,D,41,0,16.47,0,0
Edwin A Alderman Elementary,E,263,C,58,0,31.71,0,0
Edwin A Alderman Elementary,E,396,C,59,0,18.66,0,0
Edwin A Anderson Elementary,E,651,B,70,0,20.76,0,0
Edwin M Holt Elementary,E,587,C,62,0,20.39,0,0
Efland Cheeks Elementary,E,431,D,51,0,32.47,0,0
Elise Middle,M,192,D,52,0,30.36,0,0
Elizabeth City Middle,M,592,D,44,0,11.84,0,0
Elizabeth Lane Elem,E,1014,A,88,0,12.2,0,0
Elizabeth M Cashwell Elementary,E,732,D,54,0,17.71,0,0
Elizabeth Traditional Elem,E,535,B,70,0,19.24,0,0
Elizabethtown Middle,M,427,F,31,0,24.11,0,0
Elizabethtown Primary,E,509,D,51,0,25.93,0,0
Elkin Elementary,E,620,B,73,0,1.79,0,0
Elkin High,H,387,B,79,94.3,17.73,1056,0.22
Elkin Middle,M,186,B,70,0,0,0,0
Ellenboro Elementary School,E,594,B,70,0,19.24,0,0
Ellendale Elementary,E,312,C,67,0,25.25,0,0
Ellerbe Middle,M,229,C,58,0,21.83,0,0
Elm City Elementary,E,352,C,61,0,18.73,0,0
Elm City Middle,M,420,C,55,0,17.8,0,0
Elmhurst Elementary,E,391,D,53,0,16.69,0,0
Elon Elementary,E,693,C,60,0,16.49,0,0
Elon Park Elementary,E,1121,A,89,0,11.87,0,0
Emma B Trask Middle,M,726,C,67,0,14.78,0,0
Emma Elementary,E,381,D,51,0,30.52,0,0
Emsley A Laney High,H,2180,B,70,90.1,7.21,1027,0.43
Endhaven Elementary,E,733,B,79,0,17.44,0,0
Endy Elementary,E,309,B,71,0,25.9,0,0
Enfield Middle,M,215,F,31,0,24.64,0,0
Englewood Elementary,E,480,D,51,0,12.44,0,0
Enka High,H,1161,C,63,84.4,13.73,1002,0.41
Enka Middle,M,904,C,58,0,16.89,0,0
Enloe High,H,2425,B,76,83.2,6.34,1209,0.67
Eno Valley Elementary,E,562,F,37,0,25.03,0,0
Enochville Elementary,E,390,C,56,0,13.81,0,0
EP Pearce Elementary,E,700,A,85,0,19.56,0,0
Ephesus Elementary,E,438,B,78,0,42.14,0,0
Erwin Elementary,E,278,C,60,0,47,0,0
Erwin High,H,1262,C,62,85.6,13.03,924,0.42
Erwin Middle,M,913,D,42,0,11.75,0,0
Erwin Middle,M,772,D,52,0,22.51,0,0
Erwin Montessori,E,290,C,62,0,32.66,0,0
Estes Elementary,E,763,B,71,0,27.47,0,0
Estes Hills Elementary,E,483,B,72,0,24.69,0,0
Etowah Elementary,E,401,B,79,0,38.56,0,0
Eugene Ashley High,H,1881,C,69,77.9,14.47,1024,0.48
Everetts Elementary,E,240,F,38,0,18.27,0,0
Evergreen Elementary,I,259,D,52,0,21.24,0,0
Fair Grove Elementary,E,522,C,66,0,16.79,0,0
Fairgrove Middle,I,280,D,45,0,35.05,0,0
Fairmont High,H,705,C,60,93,9.89,855,0.3
Fairmont Middle,M,359,D,44,0,36.21,0,0
Fairview Elementary,E,519,B,75,0,25.34,0,0
Fairview Elementary,E,671,B,70,0,27.06,0,0
Fairview Elementary,E,392,D,42,0,30.67,0,0
Fairview Elementary,I,796,C,66,0,21.68,0,0
Fairview Heights Elementary,E,536,C,64,0,50.73,0,0
Faith Elementary,E,409,C,63,0,24.55,0,0
Falkland Elementary,E,394,F,37,0,23.08,0,0
Fall Creek Elementary,E,300,C,67,0,23.33,0,0
Fallston Elementary,E,563,C,64,0,20.5,0,0
Farmer Elementary,E,350,C,60,0,26.47,0,0
Farmington Woods Elementary,E,737,B,75,0,23.69,0,0
Farmville Central High,H,731,C,61,84.1,9.91,888,0.69
Farmville Middle,M,642,C,55,0,20.96,0,0
Fayetteville Street Elementary,E,278,D,43,0,32.28,0,0
Ferguson-Easley Elementary,E,302,D,54,0,32.58,0,0
Ferndale Middle,M,740,F,36,0,29,0,0
Fike High,H,1247,C,64,80.6,16.32,956,0.56
First Flight Elementary School,E,350,B,71,0,33.43,0,0
First Flight High School,H,757,B,80,95,14.11,1049,0.67
First Flight Middle School,M,649,C,63,0,18,0,0
First Ward Creative Arts Acad,E,530,C,60,0,21.47,0,0
Flat Rock Elementary,E,248,B,71,0,19.42,0,0
Flat Rock Middle,M,740,C,65,0,17.29,0,0
Flat Rock Middle,M,868,D,43,0,13.97,0,0
Fletcher Elementary,E,493,B,75,0,28.63,0,0
Florence Elementary,E,683,B,72,0,21.25,0,0
Forbush Elementary,E,249,B,79,0,47.14,0,0
Forbush High,H,893,B,72,93.8,14.16,983,0.37
Forbush Middle,M,447,C,60,0,13.42,0,0
Forest City-Dunbar Elementary School,E,441,C,58,0,30.98,0,0
Forest Heights Elementary,E,383,D,49,0,12.03,0,0
Forest Hill Elementary,E,426,C,68,0,29.25,0,0
Forest Hills Global Elementary,E,510,C,62,0,26.28,0,0
Forest Hills High,H,990,C,64,88.6,10.63,871,0.38
Forest Hills Middle,M,586,D,52,0,21.83,0,0
Forest Park Elementary,E,588,C,63,0,18.44,0,0
Forest Park Elementary,E,623,D,40,0,26.44,0,0
Forest Pines Drive Elementary,E,644,C,65,0,23.8,0,0
Forest View Elementary,E,729,C,69,0,20.09,0,0
Forestview High,H,1169,C,69,94.8,14.99,968,0.55
Forestville Road Elementary,E,700,C,63,0,17.43,0,0
Forrest W. Hunt Elementary School,E,380,B,74,0,32.85,0,0
Four Oaks Elementary,E,1101,C,58,0,16.5,0,0
Four Oaks Middle,M,501,C,60,0,18.61,0,0
Fox Road Elementary,E,600,D,52,0,24.8,0,0
FPG Elementary,E,529,C,65,0,43.25,0,0
Francis Bradley Middle,M,1074,B,77,0,8.87,0,0
Frank Morgan Elementary,E,807,B,71,0,15.81,0,0
Franklin Elementary,E,546,C,64,0,23.11,0,0
Franklin High,H,937,C,63,95,12.11,953,0.42
Franklinton Elementary,E,453,D,51,0,41.07,0,0
Franklinton High,H,1003,C,63,84.5,10.76,943,0.5
Franklinton Middle,M,271,F,39,0,14.16,0,0
Franklinville Elementary,E,458,C,67,0,34.56,0,0
Fred A Anderson Elementary,E,254,C,58,0,34.54,0,0
Fred L Wilson Elementary,E,367,D,45,0,20.28,0,0
Fred T Foard High,H,1001,B,74,93.7,15.08,1034,0.44
Freedom High,H,1165,C,68,92.5,11.4,939,0.19
Freedom Trail Elementary,E,210,C,68,0,43.52,0,0
Fremont STARS Elementary,E,254,C,60,0,27.61,0,0
Friedberg Elementary,E,445,C,69,0,22.18,0,0
Friendship Elementary,E,472,B,75,0,33.87,0,0
Fuller Elementary,E,570,C,68,0,19.15,0,0
Fuquay-Varina Elementary,E,880,C,69,0,16.94,0,0
Fuquay-Varina High,H,2114,B,75,82.6,8.17,1059,0.43
Fuquay-Varina Middle,M,824,C,58,0,15.66,0,0
G R Edwards Middle,M,429,D,54,0,23.23,0,0
G R Whitfield,I,493,C,57,0,28.96,0,0
G W Bulluck Elementary,E,686,C,57,0,583.94,0,0
G W Carver Elementary,E,741,D,54,0,21.78,0,0
G. C. Hawley Middle,M,557,D,52,0,11.46,0,0
Gallberry Farm Elementary,E,912,C,66,0,14.8,0,0
Gamewell Elementary,E,500,C,57,0,34.15,0,0
Gamewell Middle,M,527,D,51,0,21.36,0,0
Gardner Park Elementary,E,660,C,55,0,10.92,0,0
Gardners Elementary,E,266,B,77,0,34,0,0
Garinger High,H,1781,D,53,90.5,6.9,810,0.42
Garner High,H,2589,B,70,87.6,6.43,955,0.46
Garrett Elementary,E,673,C,63,0,19.05,0,0
Gaston Early College High School,H,196,A,89,88.9,0,940,0.07
Gaston Elementary,E,288,F,39,0,61.22,0,0
Gaston Elementary,E,288,F,39,0,61.22,0,0
Gaston Middle,M,163,F,33,0,38.39,0,0
Gaston Middle,M,163,F,33,0,38.39,0,0
Gates County Senior High,H,500,B,72,89.7,18.9,916,0.4
Gatesville Elementary,E,267,C,63,0,42.57,0,0
GE Massey Elementary,E,220,C,68,0,31.8,0,0
General Greene Elementary,E,504,B,72,0,26.23,0,0
George Hildebrand Elementary,E,347,C,63,0,18.29,0,0
George L Carrington Middle,M,998,D,52,0,12.87,0,0
George Watts Elementary,E,350,C,60,0,22.75,0,0
Germanton Elementary,E,176,C,55,0,35.85,0,0
Gibson Elementary,E,674,F,37,0,16.67,0,0
Gibsonville Elementary,E,463,C,63,0,23.53,0,0
Gillespie Park Elementary,E,258,F,29,0,54.01,0,0
Glade Creek Elementary,I,235,B,70,0,74.99,0,0
Glen Alpine Elementary,E,421,B,70,0,26.29,0,0
Glen Arden Elementary,E,502,B,76,0,26.69,0,0
Glendale-Kenly Elementary,E,610,C,57,0,16.53,0,0
Glenn C Marlow Elementary,E,556,A,86,0,22.21,0,0
Glenn Elementary,E,703,F,39,0,12.15,0,0
Glenwood Elementary,E,455,A,86,0,28.32,0,0
Glenwood Elementary,E,372,C,69,0,23.5,0,0
Goldsboro High,H,541,D,43,80.4,15.33,819,0.5
Gouge Elementary,E,254,D,52,0,40.45,0,0
Grady Brown Elementary,E,492,C,65,0,27.95,0,0
Graham A Barden Elementary,E,282,B,79,0,33.43,0,0
Graham Elementary,E,293,D,53,0,26.1,0,0
Graham High,H,797,D,50,84.4,9.97,842,0.54
Graham Middle,M,623,D,43,0,15.13,0,0
Grand Oak Elementary,E,576,A,85,0,14.44,0,0
Grandview Middle,M,413,D,48,0,18.4,0,0
Grandy Primary,E,510,B,83,0,29.76,0,0
Granite Falls Elementary,E,619,B,72,0,32.74,0,0
Granite Falls Middle,M,626,C,65,0,21.84,0,0
Granite Quarry Elementary,E,538,C,60,0,25.78,0,0
Grantham,E,470,C,62,0,22.36,0,0
Granville Central High,H,569,C,65,86.6,13.72,869,0.37
Granville Early College High,H,206,A,90,95,0,1064,0.52
Granville Magnet School,T,154,F,38,0,0,0,0
Gravelly Hill Middle,M,450,C,63,0,31.6,0,0
Grays Chapel Elementary,E,469,C,59,0,12.14,0,0
Grays Creek Elementary,E,416,C,63,0,22.35,0,0
Grays Creek High,H,1336,B,75,91.9,9.92,959,0.38
Grays Creek Middle,M,1025,C,64,0,12.89,0,0
Green Elementary,E,511,C,56,0,28.65,0,0
Green Grove Elementary,E,221,C,58,0,54.06,0,0
Green Hope Elementary,E,871,A,87,0,22.28,0,0
Green Hope High,H,2648,A,91,95,5.31,1160,0.85
Green Ridge Elementary,E,490,C,56,0,18.79,0,0
Green Valley Elementary,I,361,C,67,0,30.78,0,0
Greene Central High,H,877,D,54,85.6,26.63,808,0.52
Greene County Intermediate,E,467,D,50,0,25.9,0,0
Greene County Middle,M,679,D,42,0,26.17,0,0
Greene Early College High,H,153,A,86,95,0,893,0.31
Greenway Park Elementary,E,568,D,52,0,11.29,0,0
Greenwood Elementary,E,690,C,59,0,15.41,0,0
Greenwood Middle,M,469,C,59,0,243.95,0,0
Gregory School of Math Science and Tech,E,386,D,50,0,36.24,0,0
Griffith Elementary,E,633,D,44,0,16.84,0,0
Grifton,I,499,D,42,0,24.65,0,0
Grimsley High,H,1689,B,81,91.6,10.02,1086,0.69
Grove Park Elementary,E,654,D,45,0,14.35,0,0
Grover C Fields Middle,M,577,C,60,0,18.26,0,0
Grover Elementary,E,331,B,70,0,28.31,0,0
GTCC Middle College High,H,176,B,81,95,0,956,0.31
Guideway Elementary,E,138,F,39,0,55.96,0,0
Guilford Elementary,E,589,C,55,0,23.98,0,0
Guilford Middle,M,645,D,53,0,20.29,0,0
Guy B Teachey Elementary,E,555,B,70,0,21.85,0,0
H H Beam Elementary,E,569,D,50,0,26.06,0,0
H J MacDonald Middle,M,765,C,59,0,14.58,0,0
Hall Fletcher Elementary,E,377,D,51,0,26.54,0,0
Hall-Woodward Elementary,E,667,F,37,0,22.13,0,0
Hallsboro Middle,M,210,D,50,0,43.53,0,0
Hallsboro-Artesia Elementary,E,361,D,49,0,20.58,0,0
Hamlet Middle,M,509,D,54,0,12.47,0,0
Hampton Elem Univ Partnership,E,300,D,49,0,43.21,0,0
Hanes Middle School,M,808,C,69,0,0.11,0,0
Happy Valley Elementary,I,259,C,63,0,37.16,0,0
Hardin Park Elementary,I,794,B,76,0,15.16,0,0
Harding University High,H,1534,D,45,80.6,5.67,820,0.35
Hargrove Elementary,E,382,C,69,0,21.05,0,0
Harkers Island Elementary,E,125,B,73,0,94.84,0,0
Harmony Elementary,E,408,C,68,0,23.72,0,0
Harnett Central High,H,1490,B,72,88.2,13.06,998,0.19
Harnett Central Middle,M,1151,D,50,0,18.36,0,0
Harnett Primary,E,610,D,42,0,27.4,0,0
Harold E. Winkler Middle,M,903,C,59,0,13.55,0,0
Harris Creek Elementary,E,1072,C,65,0,15.93,0,0
Harris Elementary School,E,440,B,70,0,27.45,0,0
Harris Middle,M,264,C,59,0,31.94,0,0
Harris Road Middle,M,1171,B,81,0,14.91,0,0
Harrisburg Elementary,E,991,B,78,0,18.81,0,0
Harry M Arndt Middle,M,646,C,68,0,19.22,0,0
Harvey R Newlin Elementary,E,596,D,40,0,0.02,0,0
Hasty Elementary,E,511,B,71,0,19.42,0,0
Havelock Elementary,E,332,C,58,0,32.37,0,0
Havelock High,H,1082,C,68,90.3,12.32,1002,0.28
Havelock Middle,M,381,C,68,0,16.88,0,0
Haw Creek Elementary,E,388,B,70,0,33.76,0,0
Haw River Elementary,E,502,D,42,0,20.31,0,0
Hawfields Middle,M,641,C,61,0,24.2,0,0
Hawk Eye Elementary,E,376,D,50,0,27.5,0,0
Hawk Ridge Elementary,E,927,B,81,0,16.76,0,0
Hawks Nest Intermediate,E,174,C,66,0,27.02,0,0
Hawthorne High,T,133,C,64,71.7,31.24,729,0.62
Hayesville Elementary,E,504,C,59,0,16.6,0,0
Hayesville High,H,359,B,70,80.5,16.86,1076,0.44
Hayesville Middle,M,439,C,59,0,17.71,0,0
Haywood Early College,H,162,A,86,95,0,1058,0.09
Hazelwood Elementary,E,459,B,71,0,28.32,0,0
Heide Trask High,H,697,C,64,87.2,13.92,947,0.27
Helena Elementary,E,619,B,83,0,39.79,0,0
Hemby Bridge Elementary,E,497,B,77,0,22.2,0,0
Henderson County Early College,H,190,A,98,95,0,974,0.23
Henderson Middle,M,419,F,35,0,45.35,0,0
Hendersonville Elementary,E,429,B,80,0,24.29,0,0
Hendersonville High,H,753,B,84,95,8.97,1064,0.48
Hendersonville Middle,M,594,B,76,0,19.06,0,0
Herbert Akins Rd Elementary,E,1088,B,70,0,23.02,0,0
Heritage Elementary,E,860,B,77,0,21.31,0,0
Heritage High,H,1841,B,77,92.3,9.32,1026,0.67
Heritage Middle,M,491,B,71,0,15.32,0,0
Heritage Middle,M,1270,B,83,0,10.72,0,0
Hertford Co Early College,H,120,B,77,93.5,207.77,873,0.48
Hertford County High,H,666,C,57,86.8,14.61,767,0.69
Hertford County Middle,M,448,F,36,0,29.17,0,0
Hertford Grammar,E,403,C,62,0,30.05,0,0
Heyward C Bellamy Elem,E,632,B,78,0,14.66,0,0
Hibriten High,H,834,C,66,91,10.47,960,0.46
Hickory Career Arts Magnet High School,T,183,D,45,88,0,887,0.1
Hickory Grove Elementary,E,628,C,55,0,13.83,0,0
Hickory High,H,1023,C,62,88.8,8.18,1013,0.65
Hickory Ridge High,H,1655,B,83,95,5.44,1054,0.69
Hickory Ridge Middle,M,1137,B,72,0,9.71,0,0
Hidden Valley Elementary,E,976,D,45,0,12.56,0,0
Hiddenite Elementary,E,512,C,62,0,18.69,0,0
High Point Central High,H,1402,C,67,90.3,9.29,960,0.55
Highcroft Elementary,E,1037,B,84,0,15.67,0,0
Highfalls Elementary,I,274,C,61,0,51.26,0,0
Highland Creek Elementary,E,696,B,71,0,17.69,0,0
Highland Elementary,E,669,B,74,0,13.1,0,0
Highland Elementary,E,986,C,65,0,21.26,0,0
Highland Mill Montessori,E,223,B,73,0,42.81,0,0
Highland Renaissance Academy,E,508,C,60,0,26.12,0,0
Highland Sch of Technology,H,546,A,96,95,12.03,1091,0.82
Highlands School,A,332,B,72,95,44.2,1066,0.62
Hilburn Drive Academy,I,792,B,76,0,16.54,0,0
Hildebran Elementary,E,317,B,73,0,21.76,0,0
Hillandale Elementary,E,653,C,58,0,23.99,0,0
Hillandale Elementary,E,584,C,69,0,18.61,0,0
Hillcrest Elementary,E,621,D,50,0,16.27,0,0
Hillsborough Elementary,E,464,B,71,0,25.1,0,0
Hillside High,H,1247,C,65,93.5,8.73,839,0.57
Hillside High,H,1247,C,65,93.5,8.73,839,0.57
Hillside New Tech High,H,220,C,68,95,0,876,0.71
Hillside New Tech High,H,220,C,68,95,0,876,0.71
Hiwassee Dam Elementary/Middle,I,154,C,65,0,82.13,0,0
Hiwassee Dam High,H,197,C,67,95,64.2,1054,0.13
Hobbton Elementary,E,491,B,71,0,15.4,0,0
Hobbton High,H,552,C,69,84.1,10.12,873,0.35
Hobbton Middle,M,452,C,55,0,15.08,0,0
Hodge Road Elementary,E,637,F,38,0,30.18,0,0
Hoke County High,H,1915,C,65,79.2,11.93,914,0.24
Holbrook Middle,M,712,D,51,0,11.61,0,0
Hollister Elementary,E,173,C,57,0,43.53,0,0
Holly Grove Elementary,E,1172,B,80,0,17.34,0,0
Holly Grove Middle,M,1487,B,71,0,12.99,0,0
Holly Ridge Elementary,E,897,B,70,0,22.78,0,0
Holly Ridge Middle,M,1276,C,66,0,10.12,0,0
Holly Shelter Middle,M,675,C,63,0,20.2,0,0
Holly Springs Elementary,E,1150,B,82,0,13.69,0,0
Holly Springs High,H,2139,A,85,95,7.35,1052,0.66
Holly Tree Elementary,E,513,B,83,0,26.67,0,0
Holt Elementary,E,653,D,53,0,17.92,0,0
Hominy Valley Elementary,E,454,B,73,0,23.74,0,0
Hope Middle,M,717,B,80,0,16.88,0,0
Hope Mills Middle,M,608,D,49,0,20.04,0,0
Hope Valley Elementary,E,649,C,59,0,30.6,0,0
Hopewell Elementary,E,635,B,78,0,15.9,0,0
Hopewell High,H,1640,C,68,89.3,10.28,966,0.47
Hornets Nest Elementary,E,659,C,59,0,9.95,0,0
Horton Middle,M,376,C,56,0,50.92,0,0
Hot Springs Elementary,E,136,C,69,0,55.63,0,0
Howard Health & Life Sciences,A,136,A,90,95,0,977,0.42
Howard L Hall Elementary,E,631,B,77,0,24.11,0,0
Hudson Elementary,E,727,C,64,0,16.27,0,0
Hudson Middle,M,695,C,61,0,14.5,0,0
Hugh M Cummings High,H,899,C,60,74.2,11.98,911,0.34
Hunter Elementary,E,670,C,61,0,14.16,0,0
Hunter Elementary,E,468,D,51,0,24.01,0,0
Hunter Huss High,H,1080,D,51,84.1,7.34,885,0.34
Hunters Creek Elementary,E,559,C,67,0,28.34,0,0
Hunters Creek Middle,M,758,D,45,0,17.07,0,0
Huntersville Elementary,E,760,A,85,0,12.52,0,0
Huntingtowne Farms Elementary,E,741,D,49,0,11.8,0,0
Huntsville Elementary,E,429,C,64,0,11.58,0,0
Hurley Elementary,E,528,D,45,0,18.42,0,0
I E Johnson Elementary,E,362,F,39,0,0,0,0
Ibraham Elementary,E,467,D,51,0,24.33,0,0
Icard Elementary,E,252,C,69,0,35.96,0,0
Ida Rankin Elementary School,E,631,C,64,0,15.18,0,0
Idlewild Elementary,E,960,C,68,0,9.6,0,0
Inborden Elementary,E,312,D,41,0,32.82,0,0
Independence High,H,2401,B,78,91.3,4.46,998,0.42
Indian Trail Elementary,E,657,B,77,0,27.99,0,0
Iotla Valley Elementary,E,377,C,67,0,20.93,0,0
Ira B Jones Elementary,E,503,B,71,0,34.49,0,0
Ireland Drive Middle,M,296,D,43,0,20.43,0,0
Iron Station Elementary,E,443,C,66,0,19.46,0,0
Irving Park Elementary,E,626,D,45,0,19.07,0,0
Irwin Academic Center,E,501,B,78,0,14.86,0,0
Isaac Dickson Elementary,E,513,B,75,0,23.6,0,0
Isaac M Bear Early College High School,H,222,A,95,95,0,1152,0.51
Isenberg Elementary,E,396,D,41,0,26.62,0,0
J C Sawyer Elementary,E,488,C,56,0,8.53,0,0
J D Clement Early College HS,H,353,A,92,95,0,973,0.9
J E Holmes Middle,M,669,D,51,0,15.69,0,0
J F Kennedy High,T,318,D,49,80,65.1,721,0.51
J Glenn Edwards Elementary,E,769,C,59,0,16.78,0,0
J H Gunn Elementary,E,793,C,55,0,7.86,0,0
J M Alexander Middle,M,799,C,57,0,12.01,0,0
J N Fries Magnet School,M,692,A,91,0,17.01,0,0
J N Fries Magnet School,M,692,A,91,0,17.01,0,0
J R Ingram Jr Elementary,E,712,C,62,0,16.33,0,0
J S Waters School,I,273,C,66,0,34.18,0,0
J Sam Gentry Middle,M,365,C,69,0,31.62,0,0
J T Barber Elementary,E,344,C,57,0,22.26,0,0
J W Coon Elementary,E,216,C,61,0,46.56,0,0
J W McLauchlin Elementary,E,270,C,58,0,29.03,0,0
J W Parker Middle,M,254,F,36,0,31.11,0,0
J W Seabrook Elementary,E,257,C,60,0,27.63,0,0
J. F. Webb High,H,569,D,50,81.8,24.12,855,0.46
J. F. Webb High,H,569,D,50,81.8,24.12,855,0.46
J.V. Washam Elementary,E,1000,B,73,0,10.07,0,0
Jack Britt High,H,1935,A,88,94.8,10.01,1049,0.47
Jackson Co Early College,H,142,A,86,95,0,1066,0.19
Jackson Middle,M,497,F,31,0,18.41,0,0
Jackson Park Elementary,E,465,D,52,0,16.15,0,0
Jacksonville Commons Elem,E,677,C,59,0,21.2,0,0
Jacksonville Commons Middle,M,873,D,47,0,10.14,0,0
Jacksonville High,H,1343,B,72,89.1,11,997,0.42
Jacobs Fork Middle,M,529,C,63,0,26.61,0,0
James B Dudley High,H,1351,C,60,89,12.82,822,0.66
James E Shepard Middle,M,502,D,43,0,21.98,0,0
James Hunt High,H,1370,C,57,87.1,14.51,957,0.46
James Kenan High,H,692,D,52,81.2,16.15,799,0.3
James Love Elementary,E,318,D,50,0,21.53,0,0
James Martin Middle,M,1061,D,44,0,14.49,0,0
James W Smith Elementary,E,432,C,55,0,28.67,0,0
James Y Joyner Elementary,E,286,D,54,0,41.56,0,0
Jamestown Elementary,E,408,D,53,0,32.36,0,0
Jamestown Middle,M,1035,C,66,0,14.31,0,0
Jamesville Elementary,E,214,D,51,0,50.93,0,0
Janie C Hargrave Elem,E,262,F,36,0,29.61,0,0
Jarvisburg Elementary,E,265,C,67,0,33.51,0,0
Jay M Robinson High,H,1288,C,69,89.7,7.74,1011,0.57
Jay M Robinson Middle,M,1096,A,92,0,10.39,0,0
Jefferson Elementary,E,539,A,85,0,31.65,0,0
Jefferson Elementary,E,361,C,68,0,15.6,0,0
